id,username,firstname,lastname,user_id,university_id
439,Calvin378,NULL,NULL,439,439
440,OfWisconsinmadisonLaFolletteSchool8,NULL,NULL,440,440
441,AutonomousOfBarcelonaDepartmentDempresa1334,NULL,NULL,441,441
442,Daejin891,NULL,NULL,442,442
443,InisegInstitutoInternacionalDeEstudios1498,NULL,NULL,443,443
444,Northwood3876,NULL,NULL,444,444
445,HtlInternationalSchoolOfHospitality3924,NULL,NULL,445,445
446,AntalyaBilim2814,NULL,NULL,446,446
447,PresidioGraduateSchool500,NULL,NULL,447,447
448,OfSouthCarolinaDarlaMoore474,NULL,NULL,448,448
449,TrinityCollegeDublin837,NULL,NULL,449,449
450,TokyoOfTheArts919,NULL,NULL,450,450
451,IndianaOfPennsylvania3845,NULL,NULL,451,451
452,OurLadyOfTheLake4090,NULL,NULL,452,452
453,CyprusOfTechnology1797,NULL,NULL,453,453
454,WilliamsonCollege3507,NULL,NULL,454,454
455,WillyBrandtSchoolOfPublic3732,NULL,NULL,455,455
456,LaRoche1961,NULL,NULL,456,456
457,TheOfTheWestIndies4115,NULL,NULL,457,457
458,CentreForStudiesClinicAnd157,NULL,NULL,458,458
459,VatelInternationalBusinessSchoolSwitzerland4351,NULL,NULL,459,459
460,BerlinSchoolOfCreativeLeadership3975,NULL,NULL,460,460
461,MichiganStateCollegeOfEducation436,NULL,NULL,461,461
462,ThomasMore2548,NULL,NULL,462,462
463,KoszalinOfTechnology2737,NULL,NULL,463,463
464,Icesi416,NULL,NULL,464,464
465,OhioState661,NULL,NULL,465,465
466,UniversidadeVeigaDeAlmeidaUva2875,NULL,NULL,466,466
467,VictorianInstituteOfTechnology4218,NULL,NULL,467,467
468,Keele315,NULL,NULL,468,468
469,LaTrobeOnline1419,NULL,NULL,469,469
470,InternationalGraduateCenterHochschuleBremen459,NULL,NULL,470,470
471,KazanStatePowerEngineering2711,NULL,NULL,471,471
472,OfTheIsthmus1721,NULL,NULL,472,472
473,Hallmark4281,NULL,NULL,473,473
474,LeedsCollegeOfArt924,NULL,NULL,474,474
475,MaitripaCollege3511,NULL,NULL,475,475
476,EcCouncilOnline1595,NULL,NULL,476,476
477,EstonianInformationTechnologyCollege4266,NULL,NULL,477,477
478,OfNewMexicoCollegeOf883,NULL,NULL,478,478
479,CaliforniaNorthstateCollegeOfPharmacy3345,NULL,NULL,479,479
480,KutafinMoscowStateLaw1557,NULL,NULL,480,480
